subject_id,frame_path,timestamp,gaze_x,gaze_y,validity,original_type,eye_tracker_timestamp,match_time_diff_sec,clip_id
10,10\images\10_000040.jpg,1.3333,0.505,0.6778,1,Fixation,260066982228.0,0.006102,0
10,10\images\10_000041.jpg,1.3667,0.5039,0.6756,1,Fixation,260067010227.0,0.0007009999999999,0
10,10\images\10_000042.jpg,1.4,0.5045,0.6747,1,Fixation,260067042227.0,0.0005989999999999,0
10,10\images\10_000043.jpg,1.4333,0.5041,0.6788,1,Fixation,260067074227.0,0.001899,0
10,10\images\10_000044.jpg,1.4667,0.5025,0.6778,1,Fixation,260067110221.0,0.000695,0
10,10\images\10_000045.jpg,1.5,0.5031,0.6812,1,Fixation,260067142221.0,0.000605,0
10,10\images\10_000046.jpg,1.5333,0.5035,0.6823,1,Fixation,260067174220.0,0.0019060000000001,0
10,10\images\10_000047.jpg,1.5667,0.5019,0.681,1,Fixation,260067210220.0,0.0006939999999999,0
10,10\images\10_000048.jpg,1.6,0.5025,0.6791,1,Fixation,260067242217.0,0.0006090000000001,0
10,10\images\10_000049.jpg,1.6333,0.5018,0.6832,1,Fixation,260067274216.0,0.00191,0
10,10\images\10_000050.jpg,1.6667,0.5014,0.6807,1,Fixation,260067310216.0,0.0006899999999999,0
10,10\images\10_000051.jpg,1.7,0.5022,0.6867,1,Fixation,260067342216.0,0.0006099999999999,0
10,10\images\10_000052.jpg,1.7333,0.5005,0.6812,1,Fixation,260067374217.0,0.0019090000000001,0
10,10\images\10_000053.jpg,1.7667,0.4927,0.6925,1,Fixation,260067410217.0,0.000691,0
10,10\images\10_000054.jpg,1.8,0.4931,0.6892,1,Fixation,260067442217.0,0.000609,0
10,10\images\10_000055.jpg,1.8333,0.4922,0.6864,1,Fixation,260067474216.0,0.0019099999999999,0
10,10\images\10_000056.jpg,1.8667,0.4949,0.6864,1,Fixation,260067510213.0,0.0006869999999999,0
10,10\images\10_000057.jpg,1.9,0.4948,0.6899,1,Fixation,260067542212.0,0.0006139999999998,0
10,10\images\10_000058.jpg,1.9333,0.4973,0.6904,1,Fixation,260067574212.0,0.001914,0
10,10\images\10_000059.jpg,1.9667,0.4945,0.6924,1,Fixation,260067610212.0,0.000686,0
10,10\images\10_000060.jpg,2.0,0.4976,0.6916,1,Fixation,260067642212.0,0.000614,0
10,10\images\10_000061.jpg,2.0333,0.4952,0.6926,1,Fixation,260067674212.0,0.0019140000000001,0
10,10\images\10_000062.jpg,2.0667,0.4967,0.6892,1,Fixation,260067710212.0,0.0006859999999999,0
10,10\images\10_000063.jpg,2.1,0.5005,0.6886,1,Fixation,260067742211.0,0.0006150000000001,0
10,10\images\10_000064.jpg,2.1333,0.5002,0.6907,1,Fixation,260067774208.0,0.0019180000000001,0
10,10\images\10_000065.jpg,2.1667,0.4964,0.6889,1,Fixation,260067810208.0,0.0006819999999998,0
10,10\images\10_000066.jpg,2.2,0.5013,0.6917,1,Fixation,260067842207.0,0.0006190000000002,0
10,10\images\10_000067.jpg,2.2333,0.4996,0.6906,1,Fixation,260067874207.0,0.0019189999999998,0
10,10\images\10_000068.jpg,2.2667,0.4968,0.6867,1,Fixation,260067910207.0,0.0006809999999998,0
10,10\images\10_000069.jpg,2.3,0.4965,0.6884,1,Fixation,260067942207.0,0.0006189999999998,0
10,10\images\10_000070.jpg,2.3333,0.4983,0.693,1,Fixation,260067974207.0,0.001919,0
10,10\images\10_000071.jpg,2.3667,0.4971,0.6882,1,Fixation,260068010206.0,0.0006800000000002,0
10,10\images\10_000072.jpg,2.4,0.4963,0.6943,1,Fixation,260068042205.0,0.0006209999999999,0
10,10\images\10_000073.jpg,2.4333,0.4963,0.6922,1,Fixation,260068074205.0,0.001921,0
10,10\images\10_000074.jpg,2.4667,0.4952,0.6886,1,Fixation,260068110204.0,0.0006780000000001,0
10,10\images\10_000075.jpg,2.5,0.4975,0.6918,1,Fixation,260068142205.0,0.0006209999999999,0
10,10\images\10_000076.jpg,2.5333,0.493,0.6936,1,Fixation,260068174205.0,0.001921,0
10,10\images\10_000077.jpg,2.5667,0.4989,0.6922,1,Fixation,260068210204.0,0.0006779999999999,0
10,10\images\10_000078.jpg,2.6,0.4971,0.6893,1,Fixation,260068242204.0,0.0006220000000001,0
10,10\images\10_000079.jpg,2.6333,0.4987,0.6896,1,Fixation,260068274200.0,0.0019260000000003,0
10,10\images\10_000080.jpg,2.6667,0.4964,0.6843,1,Fixation,260068310200.0,0.0006739999999998,0
10,10\images\10_000081.jpg,2.7,0.496,0.6865,1,Fixation,260068342200.0,0.0006260000000002,0
10,10\images\10_000082.jpg,2.7333,0.4956,0.6881,1,Fixation,260068374199.0,0.0019269999999997,0
10,10\images\10_000083.jpg,2.7667,0.4968,0.6844,1,Fixation,260068410200.0,0.0006739999999998,0
10,10\images\10_000084.jpg,2.8,0.4968,0.686,1,Fixation,260068442200.0,0.0006259999999997,0
10,10\images\10_000085.jpg,2.8333,0.4995,0.6878,1,Fixation,260068474199.0,0.001927,0
10,10\images\10_000086.jpg,2.8667,0.4958,0.6854,1,Fixation,260068510199.0,0.0006730000000001,0
10,10\images\10_000087.jpg,2.9,0.4987,0.688,1,Fixation,260068542200.0,0.000626,0
10,10\images\10_000088.jpg,2.9333,0.4978,0.687,1,Fixation,260068574199.0,0.001927,0
10,10\images\10_000089.jpg,2.9667,0.4974,0.6872,1,Fixation,260068610199.0,0.0006730000000001,0
10,10\images\10_000090.jpg,3.0,0.4986,0.6871,1,Fixation,260068642198.0,0.000628,0
10,10\images\10_000091.jpg,3.0333,0.4999,0.6898,1,Fixation,260068674202.0,0.001924,0
10,10\images\10_000092.jpg,3.0667,0.4992,0.6833,1,Fixation,260068710202.0,0.0006759999999998,0
10,10\images\10_000093.jpg,3.1,0.4964,0.6824,1,Fixation,260068742201.0,0.000625,0
10,10\images\10_000094.jpg,3.1333,0.4973,0.6851,1,Fixation,260068774201.0,0.0019250000000001,0
10,10\images\10_000095.jpg,3.1667,0.4973,0.6817,1,Fixation,260068810192.0,0.0006659999999998,0
10,10\images\10_000096.jpg,3.2,0.4981,0.6844,1,Fixation,260068842191.0,0.0006350000000001,0
10,10\images\10_000097.jpg,3.2333,0.4998,0.6856,1,Fixation,260068874191.0,0.0019349999999997,0
10,10\images\10_000098.jpg,3.2667,0.4991,0.6858,1,Fixation,260068910191.0,0.0006649999999999,0
10,10\images\10_000099.jpg,3.3,0.499,0.6896,1,Fixation,260068942190.0,0.0006359999999998,0
10,10\images\10_000100.jpg,3.3333,0.4988,0.6872,1,Fixation,260068974190.0,0.0019359999999999,0
10,10\images\10_000101.jpg,3.3667,0.4993,0.6835,1,Fixation,260069010189.0,0.0006629999999998,0
10,10\images\10_000102.jpg,3.4,0.5002,0.6855,1,Fixation,260069042189.0,0.0006369999999997,0
10,10\images\10_000103.jpg,3.4333,0.4975,0.6872,1,Fixation,260069074190.0,0.0019360000000001,0
10,10\images\10_000104.jpg,3.4667,0.4985,0.6838,1,Fixation,260069110189.0,0.0006630000000003,0
10,10\images\10_000105.jpg,3.5,0.4989,0.6899,1,Fixation,260069142189.0,0.0006370000000002,0
10,10\images\10_000106.jpg,3.5333,0.4999,0.6911,1,Fixation,260069174189.0,0.0019369999999998,0
10,10\images\10_000107.jpg,3.5667,0.4983,0.6799,1,Fixation,260069210186.0,0.0006599999999998,0
10,10\images\10_000108.jpg,3.6,0.5004,0.6833,1,Fixation,260069242186.0,0.0006399999999997,0
10,10\images\10_000109.jpg,3.6333,0.5027,0.6834,1,Fixation,260069274186.0,0.0019400000000002,0
10,10\images\10_000110.jpg,3.6667,0.5009,0.6833,1,Fixation,260069310185.0,0.0006590000000001,0
10,10\images\10_000111.jpg,3.7,0.4989,0.6896,1,Fixation,260069342184.0,0.0006420000000004,0
10,10\images\10_000112.jpg,3.7333,0.4989,0.6941,1,Fixation,260069374183.0,0.0019430000000002,0
10,10\images\10_000113.jpg,3.7667,0.501,0.6856,1,Fixation,260069410183.0,0.0006569999999994,0
10,10\images\10_000114.jpg,3.8,0.4983,0.6904,1,Fixation,260069442183.0,0.0006430000000001,0
10,10\images\10_000115.jpg,3.8333,0.4996,0.6888,1,Fixation,260069474180.0,0.0019459999999997,0
10,10\images\10_000116.jpg,3.8667,0.5021,0.6895,1,Fixation,260069510180.0,0.0006539999999999,0
10,10\images\10_000117.jpg,3.9,0.5006,0.6891,1,Fixation,260069542180.0,0.0006459999999997,0
10,10\images\10_000118.jpg,3.9333,0.5004,0.6923,1,Fixation,260069574179.0,0.0019470000000003,0
10,10\images\10_000119.jpg,3.9667,0.5,0.6884,1,Fixation,260069610179.0,0.0006530000000002,0
10,10\images\10_000120.jpg,4.0,0.5007,0.6863,1,Fixation,260069642179.0,0.0006470000000002,0
10,10\images\10_000121.jpg,4.0333,0.5016,0.6892,1,Fixation,260069674178.0,0.001948,0
10,10\images\10_000122.jpg,4.0667,0.5021,0.6899,1,Fixation,260069710178.0,0.0006519999999996,0
10,10\images\10_000123.jpg,4.1,0.5028,0.6897,1,Fixation,260069742177.0,0.0006490000000001,0
10,10\images\10_000124.jpg,4.1333,0.5031,0.6918,1,Fixation,260069774177.0,0.0019490000000006,0
10,10\images\10_000125.jpg,4.1667,0.4999,0.6891,1,Fixation,260069810177.0,0.0006509999999999,0
10,10\images\10_000126.jpg,4.2,0.5012,0.6915,1,Fixation,260069842176.0,0.0006500000000002,0
10,10\images\10_000127.jpg,4.2333,0.5015,0.6919,1,Fixation,260069874175.0,0.001951,0
10,10\images\10_000128.jpg,4.2667,0.502,0.6939,1,Fixation,260069910175.0,0.0006489999999996,0
10,10\images\10_000129.jpg,4.3,0.5013,0.6943,1,Fixation,260069942174.0,0.000652,0
10,10\images\10_000130.jpg,4.3333,0.5,0.696,1,Fixation,260069974174.0,0.0019520000000006,0
10,10\images\10_000131.jpg,4.3667,0.5001,0.6907,1,Fixation,260070010173.0,0.0006469999999998,0
10,10\images\10_000132.jpg,4.4,0.5019,0.6878,1,Fixation,260070042169.0,0.0006570000000007,0
10,10\images\10_000133.jpg,4.4333,0.5007,0.691,1,Fixation,260070074169.0,0.0019570000000004,0
10,10\images\10_000134.jpg,4.4667,0.5015,0.6871,1,Fixation,260070110171.0,0.0006449999999995,0
10,10\images\10_000135.jpg,4.5,0.5004,0.6933,1,Fixation,260070142171.0,0.000655,0
10,10\images\10_000136.jpg,4.5333,0.4977,0.6927,1,Fixation,260070174171.0,0.0019549999999997,0
10,10\images\10_000137.jpg,4.5667,0.4992,0.6908,1,Fixation,260070210170.0,0.0006439999999998,0
10,10\images\10_000138.jpg,4.6,0.5016,0.6934,1,Fixation,260070242166.0,0.0006599999999998,0
10,10\images\10_000139.jpg,4.6333,0.502,0.6935,1,Fixation,260070274165.0,0.0019610000000005,0
10,10\images\10_000140.jpg,4.6667,0.5016,0.6911,1,Fixation,260070310164.0,0.0006379999999999,0
10,10\images\10_000141.jpg,4.7,0.5005,0.693,1,Fixation,260070342164.0,0.0006620000000006,0
10,10\images\10_000142.jpg,4.7333,0.5021,0.6935,1,Fixation,260070374166.0,0.0019599999999999,0
10,10\images\10_000143.jpg,4.7667,0.5028,0.6891,1,Fixation,260070410165.0,0.0006389999999996,0
10,10\images\10_000144.jpg,4.8,0.5008,0.6891,1,Fixation,260070442165.0,0.000661,0
10,10\images\10_000145.jpg,4.8333,0.5013,0.6896,1,Fixation,260070474164.0,0.0019620000000006,0
10,10\images\10_000146.jpg,4.8667,0.5003,0.6923,1,Fixation,260070510161.0,0.0006349999999999,0
10,10\images\10_000147.jpg,4.9,0.4995,0.6954,1,Fixation,260070542160.0,0.0006660000000007,0
10,10\images\10_000148.jpg,4.9333,0.5028,0.6947,1,Fixation,260070574159.0,0.0019670000000004,0
10,10\images\10_000149.jpg,4.9667,0.5025,0.6886,1,Fixation,260070610159.0,0.0006329999999992,0
10,10\images\10_000150.jpg,5.0,0.4993,0.69,1,Fixation,260070642161.0,0.0006650000000001,0
10,10\images\10_000151.jpg,5.0333,0.4992,0.6858,1,Fixation,260070674158.0,0.0019679999999997,0
10,10\images\10_000152.jpg,5.0667,0.5049,0.6908,1,Fixation,260070710160.0,0.0006339999999998,0
10,10\images\10_000153.jpg,5.1,0.4997,0.6937,1,Fixation,260070742160.0,0.0006659999999998,0
10,10\images\10_000154.jpg,5.1333,0.5016,0.6927,1,Fixation,260070774157.0,0.0019690000000003,0
10,10\images\10_000155.jpg,5.1667,0.4784,0.6787,1,Fixation,260070810154.0,0.0006280000000002,0
10,10\images\10_000156.jpg,5.2,0.4782,0.6804,1,Fixation,260070842153.0,0.0006730000000003,0
10,10\images\10_000157.jpg,5.2333,0.4786,0.6821,1,Fixation,260070874153.0,0.001973,0
10,10\images\10_000158.jpg,5.2667,0.4763,0.6818,1,Fixation,260070910155.0,0.0006289999999995,0
10,10\images\10_000159.jpg,5.3,0.475,0.6873,1,Fixation,260070942154.0,0.0006720000000002,0
10,10\images\10_000160.jpg,5.3333,0.4774,0.6842,1,Fixation,260070974154.0,0.0019720000000007,0
10,10\images\10_000161.jpg,5.3667,0.4784,0.6845,1,Fixation,260071010153.0,0.0006269999999997,0
10,10\images\10_000162.jpg,5.4,0.478,0.6852,1,Fixation,260071042149.0,0.0006770000000004,0
10,10\images\10_000163.jpg,5.4333,0.4782,0.6834,1,Fixation,260071074149.0,0.0019770000000001,0
10,10\images\10_000164.jpg,5.4667,0.4778,0.6805,1,Fixation,260071110149.0,0.0006229999999991,0
10,10\images\10_000165.jpg,5.5,0.4795,0.6823,1,Fixation,260071142148.0,0.0006780000000006,0
10,10\images\10_000166.jpg,5.5333,0.4796,0.6831,1,Fixation,260071174147.0,0.0019789999999995,0
